municipality,county,year,num.meeting,total,num.woman,prop.woman,direct,wm_voters,m_turnout,wm_turnout,wv.share,left,yearsinDD,lag.prop.woman
stamnared,halland,1942,3,41,2,4.87804878,1,NA,NA,NA,NA,NA,22,5.714285714
stamnared,halland,1943,4,45,2,4.444444444,1,NA,NA,NA,NA,NA,23,4.87804878
stamnared,halland,1944,5,45,1,2.222222222,1,94,0.770833333,0.70212766,0.471428571,0.028571429,24,4.444444444
stamnared,halland,1945,5,58,3,5.172413793,1,NA,NA,NA,NA,NA,25,2.222222222
stamnared,halland,1946,4,47,2,4.255319149,1,NA,NA,NA,NA,NA,26,5.172413793
stamnared,halland,1947,7,55,2,3.636363636,1,NA,NA,NA,NA,NA,27,4.255319149
stamnared,halland,1948,4,34,1,2.941176471,1,NA,NA,NA,NA,NA,28,3.636363636
stamnared,halland,1949,6,45,2,4.444444444,1,NA,NA,NA,NA,NA,29,2.941176471
stamnared,halland,1950,3,40,2,5,1,NA,NA,NA,NA,NA,30,4.444444444
stamnared,halland,1951,3,14,0,0,1,NA,NA,NA,NA,NA,31,5
steninge,halland,1921,6,65,3,4.615384615,1,148,0.725806452,0.621621622,0.505494505,0.348066298,1,NA
steninge,halland,1922,4,49,3,6.12244898,1,NA,NA,NA,NA,NA,2,4.615384615
steninge,halland,1923,4,88,17,19.31818182,1,NA,NA,NA,NA,NA,3,6.12244898
steninge,halland,1924,5,41,1,2.43902439,1,139,0.676691729,0.64028777,0.497206704,0.382022472,4,19.31818182
steninge,halland,1925,5,83,11,13.25301205,1,NA,NA,NA,NA,NA,5,2.43902439
steninge,halland,1926,5,97,23,23.71134021,1,NA,NA,NA,NA,NA,6,13.25301205
steninge,halland,1927,6,97,14,14.43298969,1,NA,NA,NA,NA,NA,7,23.71134021
steninge,halland,1928,5,71,7,9.85915493,1,135,0.674603175,0.651851852,0.50867052,0.271676301,8,14.43298969
steninge,halland,1929,4,74,10,13.51351351,1,NA,NA,NA,NA,NA,9,9.85915493
steninge,halland,1930,7,103,21,20.38834951,1,NA,NA,NA,NA,NA,10,13.51351351
steninge,halland,1931,5,78,8,10.25641026,1,NA,NA,NA,NA,NA,11,20.38834951
steninge,halland,1932,7,63,2,3.174603175,1,145,0.738461538,0.703448276,0.515151515,0.313131313,12,10.25641026
steninge,halland,1933,7,70,7,10,1,NA,NA,NA,NA,NA,13,3.174603175
steninge,halland,1934,4,54,9,16.66666667,1,NA,NA,NA,NA,NA,14,10
steninge,halland,1935,5,55,3,5.454545455,1,NA,NA,NA,NA,NA,15,16.66666667
steninge,halland,1936,4,37,1,2.702702703,1,136,0.832167832,0.757352941,0.463963964,0.454954955,16,5.454545455
steninge,halland,1937,5,37,1,2.702702703,1,NA,NA,NA,NA,NA,17,2.702702703
steninge,halland,1938,4,49,5,10.20408163,1,NA,NA,NA,NA,NA,18,2.702702703
steninge,halland,1939,4,46,3,6.52173913,1,NA,NA,NA,NA,NA,19,10.20408163
steninge,halland,1940,4,50,2,4,1,140,0.760869565,0.628571429,0.455958549,0.4375,20,6.52173913
steninge,halland,1941,3,39,1,2.564102564,1,NA,NA,NA,NA,NA,21,4
steninge,halland,1942,3,46,6,13.04347826,1,NA,NA,NA,NA,NA,22,2.564102564
steninge,halland,1943,3,41,3,7.317073171,1,NA,NA,NA,NA,NA,23,13.04347826
steninge,halland,1944,2,34,2,5.882352941,1,137,0.797101449,0.722627737,0.473684211,0.485576923,24,7.317073171
steninge,halland,1945,6,51,1,1.960784314,1,NA,NA,NA,NA,NA,25,5.882352941
steninge,halland,1946,5,69,6,8.695652174,1,NA,NA,NA,NA,NA,26,1.960784314
steninge,halland,1947,6,50,4,8,1,NA,NA,NA,NA,NA,27,8.695652174
steninge,halland,1948,5,49,3,6.12244898,1,NA,NA,NA,NA,NA,28,8
steninge,halland,1949,4,36,0,0,1,NA,NA,NA,NA,NA,29,6.12244898
steninge,halland,1950,3,48,6,12.5,1,NA,NA,NA,NA,NA,30,0
stråvalla,halland,1921,7,56,1,1.785714286,1,85,0.779220779,0.635294118,0.473684211,0,1,NA
stråvalla,halland,1922,4,27,1,3.703703704,1,NA,NA,NA,NA,NA,2,1.785714286
stråvalla,halland,1923,3,38,1,2.631578947,1,NA,NA,NA,NA,NA,3,3.703703704
stråvalla,halland,1924,4,37,1,2.702702703,1,90,0.693181818,0.533333333,0.440366972,0.009174312,4,2.631578947
stråvalla,halland,1925,6,51,1,1.960784314,1,NA,NA,NA,NA,NA,5,2.702702703
stråvalla,halland,1926,5,35,2,5.714285714,1,NA,NA,NA,NA,NA,6,1.960784314
stråvalla,halland,1927,6,51,2,3.921568627,1,NA,NA,NA,NA,NA,7,5.714285714
stråvalla,halland,1928,6,37,2,5.405405405,1,80,0.831168831,0.7375,0.479674797,0.06504065,8,3.921568627
stråvalla,halland,1929,5,49,2,4.081632653,1,NA,NA,NA,NA,NA,9,5.405405405
stråvalla,halland,1930,4,34,2,5.882352941,1,NA,NA,NA,NA,NA,10,4.081632653
stråvalla,halland,1931,5,44,0,0,1,NA,NA,NA,NA,NA,11,5.882352941
stråvalla,halland,1932,8,72,0,0,1,89,0.863013699,0.797752809,0.529850746,0.059701493,12,0
stråvalla,halland,1933,6,55,1,1.818181818,1,NA,NA,NA,NA,NA,13,0
stråvalla,halland,1934,6,49,1,2.040816327,1,NA,NA,NA,NA,NA,14,1.818181818
stråvalla,halland,1935,6,53,1,1.886792453,1,NA,NA,NA,NA,NA,15,2.040816327
stråvalla,halland,1936,6,53,1,1.886792453,1,90,0.746835443,0.777777778,0.542635659,0.054263566,16,1.886792453
stråvalla,halland,1937,2,34,2,5.882352941,1,NA,NA,NA,NA,NA,17,1.886792453
stråvalla,halland,1938,3,26,0,0,1,NA,NA,NA,NA,NA,18,5.882352941
stråvalla,halland,1939,6,56,1,1.785714286,1,NA,NA,NA,NA,NA,19,0
stråvalla,halland,1940,7,67,4,5.970149254,1,88,0.746835443,0.784090909,0.5390625,0.133858268,20,1.785714286
stråvalla,halland,1941,3,43,1,2.325581395,1,NA,NA,NA,NA,NA,21,5.970149254
stråvalla,halland,1942,7,37,0,0,1,NA,NA,NA,NA,NA,22,2.325581395
stråvalla,halland,1943,6,55,1,1.818181818,1,NA,NA,NA,NA,NA,23,0
stråvalla,halland,1944,5,47,2,4.255319149,1,88,0.8625,0.840909091,0.517482517,0.14084507,24,1.818181818
stråvalla,halland,1945,5,46,3,6.52173913,1,NA,NA,NA,NA,NA,25,4.255319149
stråvalla,halland,1946,4,34,0,0,1,NA,NA,NA,NA,NA,26,6.52173913
stråvalla,halland,1947,8,70,1,1.428571429,1,NA,NA,NA,NA,NA,27,0
stråvalla,halland,1948,9,67,3,4.47761194,1,NA,NA,NA,NA,NA,28,1.428571429
stråvalla,halland,1949,6,54,0,0,1,NA,NA,NA,NA,NA,29,4.47761194
stråvalla,halland,1950,6,36,0,0,1,NA,NA,NA,NA,NA,30,0
stråvalla,halland,1951,5,22,0,0,1,NA,NA,NA,NA,NA,31,0
sundals-ryr,älvsborg,1921,8,135,19,14.07407407,1,400,0.545961003,0.3225,0.396923077,0.012345679,1,NA
sundals-ryr,älvsborg,1922,4,69,6,8.695652174,1,NA,NA,NA,NA,NA,2,14.07407407
sundals-ryr,älvsborg,1923,5,75,6,8,1,NA,NA,NA,NA,NA,3,8.695652174
sundals-ryr,älvsborg,1924,5,76,5,6.578947368,1,408,0.435135135,0.269607843,0.405904059,0.014814815,4,8
sundals-ryr,älvsborg,1925,5,75,9,12,1,NA,NA,NA,NA,NA,5,6.578947368
sundals-ryr,älvsborg,1926,6,54,2,3.703703704,1,NA,NA,NA,NA,NA,6,12
sundals-ryr,älvsborg,1927,5,127,23,18.11023622,1,NA,NA,NA,NA,NA,7,3.703703704
sundals-ryr,älvsborg,1928,7,62,3,4.838709677,1,401,0.697547684,0.608478803,0.488,0.016,8,18.11023622
sundals-ryr,älvsborg,1929,6,72,6,8.333333333,1,NA,NA,NA,NA,NA,9,4.838709677
sundals-ryr,älvsborg,1930,7,67,3,4.47761194,1,NA,NA,NA,NA,NA,10,8.333333333
sundals-ryr,älvsborg,1931,7,89,4,4.494382022,1,NA,NA,NA,NA,NA,11,4.47761194
sundals-ryr,älvsborg,1932,5,65,1,1.538461538,1,387,0.675213675,0.558139535,0.476821192,0.026490066,12,4.494382022
sundals-ryr,älvsborg,1933,6,85,5,5.882352941,1,NA,NA,NA,NA,NA,13,1.538461538
sundals-ryr,älvsborg,1934,6,48,0,0,1,NA,NA,NA,NA,NA,14,5.882352941
sundals-ryr,älvsborg,1935,7,87,4,4.597701149,1,NA,NA,NA,NA,NA,15,0
sundals-ryr,älvsborg,1936,5,53,2,3.773584906,1,385,0.688346883,0.566233766,0.461864407,0.088794926,16,4.597701149
sundals-ryr,älvsborg,1937,5,68,4,5.882352941,1,NA,NA,NA,NA,NA,17,3.773584906
sundals-ryr,älvsborg,1938,8,60,1,1.666666667,1,NA,NA,NA,NA,NA,18,5.882352941
sundals-ryr,älvsborg,1939,2,13,0,0,1,NA,NA,NA,NA,NA,19,1.666666667
sundals-ryr,älvsborg,1940,1,4,0,0,1,379,0.574123989,0.451187335,0.4453125,0.08616188,20,0
sundals-ryr,älvsborg,1941,1,3,0,0,1,NA,NA,NA,NA,NA,21,0
sundals-ryr,älvsborg,1942,2,8,0,0,1,NA,NA,NA,NA,NA,22,0
sundals-ryr,älvsborg,1943,1,6,0,0,1,NA,NA,NA,NA,NA,23,0
sundals-ryr,älvsborg,1944,2,10,0,0,1,349,0.695187166,0.581661891,0.438444924,0.067538126,24,0
sundals-ryr,älvsborg,1945,1,9,0,0,1,NA,NA,NA,NA,NA,25,0
sundals-ryr,älvsborg,1948,2,15,0,0,1,NA,NA,NA,NA,NA,26,0
sundals-ryr,älvsborg,1950,1,2,0,0,1,NA,NA,NA,NA,NA,27,0
sundals-ryr,älvsborg,1951,1,5,0,0,1,NA,NA,NA,NA,NA,28,0
svartrå,halland,1921,5,26,0,0,1,126,0.693548387,0.634920635,0.481927711,0.048192771,1,NA
svartrå,halland,1922,5,39,0,0,1,NA,NA,NA,NA,NA,2,0
svartrå,halland,1923,5,40,0,0,1,NA,NA,NA,NA,NA,3,0
svartrå,halland,1924,4,27,0,0,1,121,0.753968254,0.752066116,0.489247312,0.059139785,4,0
svartrå,halland,1925,6,41,1,2.43902439,1,NA,NA,NA,NA,NA,5,0
svartrå,halland,1926,7,42,1,2.380952381,1,NA,NA,NA,NA,NA,6,2.43902439
svartrå,halland,1927,5,36,0,0,1,NA,NA,NA,NA,NA,7,2.380952381
svartrå,halland,1928,7,36,0,0,1,117,0.74015748,0.623931624,0.437125749,0.073170732,8,0
svartrå,halland,1929,5,49,4,8.163265306,1,NA,NA,NA,NA,NA,9,0
svartrå,halland,1930,7,37,0,0,1,NA,NA,NA,NA,NA,10,8.163265306
svartrå,halland,1931,3,29,0,0,1,NA,NA,NA,NA,NA,11,0
svartrå,halland,1932,4,41,0,0,1,108,0.821705426,0.722222222,0.423913043,0.076086957,12,0
svartrå,halland,1933,3,31,1,3.225806452,1,NA,NA,NA,NA,NA,13,0
svartrå,halland,1934,3,21,0,0,1,NA,NA,NA,NA,NA,14,3.225806452
svartrå,halland,1935,3,30,0,0,1,NA,NA,NA,NA,NA,15,0
svartrå,halland,1936,5,37,3,8.108108108,1,102,0.79338843,0.774509804,0.451428571,0.04,16,0
tävelsås,kronoberg,1921,8,63,1,1.587301587,1,286,0.59245283,0.342657343,0.384313725,0.149606299,1,NA
tävelsås,kronoberg,1922,5,53,1,1.886792453,1,NA,NA,NA,NA,NA,2,1.587301587
tävelsås,kronoberg,1923,5,88,7,7.954545455,1,NA,NA,NA,NA,NA,3,1.886792453
tegnaby,kronoberg,1921,7,65,0,0,1,165,0.780487805,0.545454545,0.412844037,0.513761468,1,NA
tegnaby,kronoberg,1922,8,56,3,5.357142857,1,NA,NA,NA,NA,NA,2,0
tegnaby,kronoberg,1923,7,70,3,4.285714286,1,NA,NA,NA,NA,NA,3,5.357142857
tegnaby,kronoberg,1924,8,61,0,0,1,154,0.696969697,0.584415584,0.43902439,0.624390244,4,4.285714286
tegnaby,kronoberg,1925,7,73,3,4.109589041,1,NA,NA,NA,NA,NA,5,0
tegnaby,kronoberg,1926,4,52,2,3.846153846,1,NA,NA,NA,NA,NA,6,4.109589041
tegnaby,kronoberg,1927,5,81,6,7.407407407,1,NA,NA,NA,NA,NA,7,3.846153846
tegnaby,kronoberg,1928,7,68,3,4.411764706,1,159,0.746987952,0.666666667,0.460869565,0.443478261,8,7.407407407
tegnaby,kronoberg,1929,4,57,1,1.754385965,1,NA,NA,NA,NA,NA,9,4.411764706
tegnaby,kronoberg,1930,5,47,1,2.127659574,1,NA,NA,NA,NA,NA,10,1.754385965
tegnaby,kronoberg,1931,6,61,4,6.557377049,1,NA,NA,NA,NA,NA,11,2.127659574
tegnaby,kronoberg,1932,5,72,0,0,1,157,0.784883721,0.656050955,0.432773109,0.487394958,12,6.557377049
tegnaby,kronoberg,1933,3,52,3,5.769230769,1,NA,NA,NA,NA,NA,13,0
tegnaby,kronoberg,1934,6,48,0,0,1,NA,NA,NA,NA,NA,14,5.769230769
tegnaby,kronoberg,1935,5,54,7,12.96296296,1,NA,NA,NA,NA,NA,15,0
tegnaby,kronoberg,1936,6,49,1,2.040816327,1,172,0.841269841,0.720930233,0.438162544,0.537102473,16,12.96296296
tegnaby,kronoberg,1937,5,54,3,5.555555556,1,NA,NA,NA,NA,NA,17,2.040816327
tegnaby,kronoberg,1938,3,27,0,0,1,NA,NA,NA,NA,NA,18,5.555555556
tegnaby,kronoberg,1939,5,48,3,6.25,1,NA,NA,NA,NA,NA,19,0
tegnaby,kronoberg,1940,6,46,1,2.173913043,1,160,0.740740741,0.01875,0.012345679,0.5875,20,6.25
tegnaby,kronoberg,1941,6,59,6,10.16949153,1,NA,NA,NA,NA,NA,21,2.173913043
tegnaby,kronoberg,1942,5,48,1,2.083333333,1,NA,NA,NA,NA,NA,22,10.16949153
tölö,halland,1922,6,65,1,1.538461538,1,NA,NA,NA,NA,NA,1,NA
tölö,halland,1923,6,76,1,1.315789474,1,NA,NA,NA,NA,NA,2,1.538461538
tölö,halland,1924,6,51,0,0,1,427,0.643258427,0.620608899,0.536437247,0.099190283,3,1.315789474
tölö,halland,1925,3,20,0,0,1,NA,NA,NA,NA,NA,4,0
tölö,halland,1926,4,10,0,0,1,NA,NA,NA,NA,NA,5,0
tönnersjö,halland,1921,6,67,2,2.985074627,1,204,0.69787234,0.446078431,0.356862745,0.193675889,1,NA
tönnersjö,halland,1922,3,111,3,2.702702703,1,NA,NA,NA,NA,NA,2,2.985074627
tönnersjö,halland,1923,5,84,0,0,1,NA,NA,NA,NA,NA,3,2.702702703
tönnersjö,halland,1924,5,63,2,3.174603175,1,210,0.591666667,0.466666667,0.408333333,0.175732218,4,0
tönnersjö,halland,1925,6,77,7,9.090909091,1,NA,NA,NA,NA,NA,5,3.174603175
tönnersjö,halland,1926,6,96,10,10.41666667,1,NA,NA,NA,NA,NA,6,9.090909091
tönnersjö,halland,1927,6,160,28,17.5,1,NA,NA,NA,NA,NA,7,10.41666667
tönnersjö,halland,1928,3,125,17,13.6,1,218,0.7875,0.605504587,0.411214953,0.102803738,8,17.5
tönnersjö,halland,1929,7,90,8,8.888888889,1,NA,NA,NA,NA,NA,9,13.6
tönnersjö,halland,1930,7,89,8,8.988764045,1,NA,NA,NA,NA,NA,10,8.888888889
tönnersjö,halland,1931,5,72,2,2.777777778,1,NA,NA,NA,NA,NA,11,8.988764045
tönnersjö,halland,1932,5,73,9,12.32876712,1,219,0.792828685,0.662100457,0.421511628,0.180232558,12,2.777777778
tönnersjö,halland,1933,5,79,8,10.12658228,1,NA,NA,NA,NA,NA,13,12.32876712
tönnersjö,halland,1934,5,83,8,9.638554217,1,NA,NA,NA,NA,NA,14,10.12658228
tönnersjö,halland,1935,3,81,2,2.469135802,1,NA,NA,NA,NA,NA,15,9.638554217
tönnersjö,halland,1936,4,81,10,12.34567901,1,211,0.782101167,0.739336493,0.43697479,0.173184358,16,2.469135802
tönnersjö,halland,1937,4,72,11,15.27777778,1,NA,NA,NA,NA,NA,17,12.34567901
tönnersjö,halland,1938,6,86,11,12.79069767,1,NA,NA,NA,NA,NA,18,15.27777778
tönnersjö,halland,1939,4,19,0,0,1,NA,NA,NA,NA,NA,19,12.79069767
tönnersjö,halland,1940,1,2,0,0,1,197,0.778688525,0.725888325,0.429429429,0.168674699,20,0
tönnersjö,halland,1941,1,4,0,0,1,NA,NA,NA,NA,NA,21,0
tönnersjö,halland,1942,3,11,0,0,1,NA,NA,NA,NA,NA,22,0
tönnersjö,halland,1943,1,2,1,50,1,NA,NA,NA,NA,NA,23,0
tönnersjö,halland,1945,2,9,1,11.11111111,1,NA,NA,NA,NA,NA,24,50
tönnersjö,halland,1946,1,5,0,0,1,NA,NA,NA,NA,NA,25,11.11111111
tönnersjö,halland,1947,2,7,0,0,1,NA,NA,NA,NA,NA,26,0
tönnersjö,halland,1948,2,6,1,16.66666667,1,NA,NA,NA,NA,NA,27,0
tönnersjö,halland,1949,1,2,0,0,1,NA,NA,NA,NA,NA,28,16.66666667
tönnersjö,halland,1950,2,10,0,0,1,NA,NA,NA,NA,NA,29,0
tönnersjö,halland,1951,1,3,1,33.33333333,1,NA,NA,NA,NA,NA,30,0
torpa,halland,1921,6,39,0,0,1,152,0.595041322,0.322368421,0.404958678,0.091666667,1,NA
torpa,halland,1922,4,40,1,2.5,1,NA,NA,NA,NA,NA,2,0
torpa,halland,1923,5,49,2,4.081632653,1,NA,NA,NA,NA,NA,3,2.5
torpa,halland,1924,2,30,1,3.333333333,1,155,0.4765625,0.238709677,0.37755102,0.183673469,4,4.081632653
torpa,halland,1925,6,45,3,6.666666667,1,NA,NA,NA,NA,NA,5,3.333333333
torpa,halland,1926,6,51,2,3.921568627,1,NA,NA,NA,NA,NA,6,6.666666667
torpa,halland,1927,5,56,2,3.571428571,1,NA,NA,NA,NA,NA,7,3.921568627
torpa,halland,1928,5,43,5,11.62790698,1,142,0.706766917,0.563380282,0.459770115,0.099415205,8,3.571428571
torpa,halland,1929,7,53,7,13.20754717,1,NA,NA,NA,NA,NA,9,11.62790698
torpa,halland,1930,3,60,5,8.333333333,1,NA,NA,NA,NA,NA,10,13.20754717
torpa,halland,1931,4,41,2,4.87804878,1,NA,NA,NA,NA,NA,11,8.333333333
torpa,halland,1932,6,55,5,9.090909091,1,145,0.742647059,0.593103448,0.459893048,0.107526882,12,4.87804878
torpa,halland,1933,6,48,3,6.25,1,NA,NA,NA,NA,NA,13,9.090909091
torpa,halland,1934,4,40,2,5,1,NA,NA,NA,NA,NA,14,6.25
torpa,halland,1935,4,48,3,6.25,1,NA,NA,NA,NA,NA,15,5
torpa,halland,1936,5,40,4,10,1,166,0.738853503,0.56626506,0.447619048,0.114285714,16,6.25
torpa,halland,1937,5,51,4,7.843137255,1,NA,NA,NA,NA,NA,17,10
torpa,halland,1938,5,61,2,3.278688525,1,NA,NA,NA,NA,NA,18,7.843137255
torpa,halland,1939,7,74,4,5.405405405,1,NA,NA,NA,NA,NA,19,3.278688525
trönninge,halland,1921,7,67,2,2.985074627,1,191,0.653631285,0.445026178,0.420792079,0.415841584,1,NA
trönninge,halland,1922,5,44,2,4.545454545,1,NA,NA,NA,NA,NA,2,2.985074627
trönninge,halland,1923,5,55,0,0,1,NA,NA,NA,NA,NA,3,4.545454545
trönninge,halland,1924,6,67,4,5.970149254,1,211,0.680628272,0.54028436,0.467213115,0.395061728,4,0
trönninge,halland,1925,8,56,1,1.785714286,1,NA,NA,NA,NA,NA,5,5.970149254
trönninge,halland,1926,6,41,2,4.87804878,1,NA,NA,NA,NA,NA,6,1.785714286
trönninge,halland,1927,4,55,0,0,1,NA,NA,NA,NA,NA,7,4.87804878
trönninge,halland,1928,4,36,2,5.555555556,1,218,0.810679612,0.756880734,0.496987952,0.424698795,8,0
trönninge,halland,1929,4,27,0,0,1,NA,NA,NA,NA,NA,9,5.555555556
trönninge,halland,1930,4,56,2,3.571428571,1,NA,NA,NA,NA,NA,10,0
ullared,halland,1921,4,47,1,2.127659574,1,203,0.73,0.571428571,0.442748092,0.135135135,1,NA
ullared,halland,1922,5,69,2,2.898550725,1,NA,NA,NA,NA,NA,2,2.127659574
ullared,halland,1923,5,69,2,2.898550725,1,NA,NA,NA,NA,NA,3,2.898550725
ullared,halland,1924,7,47,5,10.63829787,1,195,0.702439024,0.538461538,0.421686747,0.161290323,4,2.898550725
ullared,halland,1925,7,74,5,6.756756757,1,NA,NA,NA,NA,NA,5,10.63829787
ullared,halland,1926,7,66,5,7.575757576,1,NA,NA,NA,NA,NA,6,6.756756757
ullared,halland,1927,7,80,6,7.5,1,NA,NA,NA,NA,NA,7,7.575757576
ullared,halland,1928,6,48,1,2.083333333,1,210,0.841584158,0.714285714,0.46875,0.110062893,8,7.5
ullared,halland,1929,6,82,7,8.536585366,1,NA,NA,NA,NA,NA,9,2.083333333
ullared,halland,1930,5,41,1,2.43902439,1,NA,NA,NA,NA,NA,10,8.536585366
valinge,halland,1921,4,50,0,0,1,226,0.768867925,0.699115044,0.492211838,0.012461059,1,NA
valinge,halland,1922,4,50,4,8,1,NA,NA,NA,NA,NA,2,0
valinge,halland,1923,6,65,5,7.692307692,1,NA,NA,NA,NA,NA,3,8
valinge,halland,1924,3,54,3,5.555555556,1,220,0.757709251,0.6,0.434210526,0.026315789,4,7.692307692
valinge,halland,1925,6,48,3,6.25,1,NA,NA,NA,NA,NA,5,5.555555556
valinge,halland,1926,5,58,2,3.448275862,1,NA,NA,NA,NA,NA,6,6.25
valinge,halland,1927,4,67,6,8.955223881,1,NA,NA,NA,NA,NA,7,3.448275862
valinge,halland,1928,4,47,4,8.510638298,1,91,0.593023256,0.472527473,0.457446809,0.021276596,8,8.955223881
valinge,halland,1929,3,37,0,0,1,NA,NA,NA,NA,NA,9,8.510638298
valinge,halland,1930,3,38,0,0,1,NA,NA,NA,NA,NA,10,0
valinge,halland,1931,3,49,3,6.12244898,1,NA,NA,NA,NA,NA,11,0
valinge,halland,1932,6,55,2,3.636363636,1,89,0.756097561,0.584269663,0.456140351,0.037037037,12,6.12244898
valinge,halland,1933,4,30,1,3.333333333,1,NA,NA,NA,NA,NA,13,3.636363636
valinge,halland,1934,3,36,0,0,1,NA,NA,NA,NA,NA,14,3.333333333
valinge,halland,1935,5,52,2,3.846153846,1,NA,NA,NA,NA,NA,15,0
valinge,halland,1936,5,46,2,4.347826087,1,82,0.793103448,0.634146341,0.429752066,0.049586777,16,3.846153846
valinge,halland,1937,3,37,0,0,1,NA,NA,NA,NA,NA,17,4.347826087
valinge,halland,1938,4,38,0,0,1,NA,NA,NA,NA,NA,18,0
valinge,halland,1939,7,95,4,4.210526316,1,NA,NA,NA,NA,NA,19,0
valinge,halland,1940,8,92,11,11.95652174,1,79,0.698924731,0.506329114,0.380952381,0.125,20,4.210526316
valinge,halland,1941,3,46,5,10.86956522,1,NA,NA,NA,NA,NA,21,11.95652174
valinge,halland,1942,4,56,5,8.928571429,1,NA,NA,NA,NA,NA,22,10.86956522
valinge,halland,1943,6,95,9,9.473684211,1,NA,NA,NA,NA,NA,23,8.928571429
valinge,halland,1944,5,59,6,10.16949153,1,231,0.724576271,0.701298701,0.486486486,0.003030303,24,9.473684211
valinge,halland,1945,7,91,5,5.494505495,1,NA,NA,NA,NA,NA,25,10.16949153
valinge,halland,1946,5,85,5,5.882352941,1,NA,NA,NA,NA,NA,26,5.494505495
valinge,halland,1947,6,80,4,5,1,NA,NA,NA,NA,NA,27,5.882352941
valinge,halland,1948,4,51,6,11.76470588,1,NA,NA,NA,NA,NA,28,5
valinge,halland,1949,5,62,2,3.225806452,1,NA,NA,NA,NA,NA,29,11.76470588
valinge,halland,1950,5,56,1,1.785714286,1,NA,NA,NA,NA,NA,30,3.225806452
valinge,halland,1951,3,32,5,15.625,1,NA,NA,NA,NA,NA,31,1.785714286
väne-ryr,älvsborg,1921,5,59,7,11.86440678,1,167,0.372781065,0.155688623,0.292134831,0.078651685,1,NA
väne-ryr,älvsborg,1922,4,44,4,9.090909091,1,NA,NA,NA,NA,NA,2,11.86440678
väne-ryr,älvsborg,1923,4,56,4,7.142857143,1,NA,NA,NA,NA,NA,3,9.090909091
väne-ryr,älvsborg,1924,4,45,6,13.33333333,1,170,0.282485876,0.176470588,0.375,0.275,4,7.142857143
väne-ryr,älvsborg,1925,5,55,5,9.090909091,1,NA,NA,NA,NA,NA,5,13.33333333
väne-ryr,älvsborg,1926,7,59,4,6.779661017,1,NA,NA,NA,NA,NA,6,9.090909091
väne-ryr,älvsborg,1927,5,78,6,7.692307692,1,NA,NA,NA,NA,NA,7,6.779661017
väne-ryr,älvsborg,1928,4,55,3,5.454545455,1,169,0.557471264,0.455621302,0.442528736,0.25433526,8,7.692307692
väne-ryr,älvsborg,1929,5,67,4,5.970149254,1,NA,NA,NA,NA,NA,9,5.454545455
väne-ryr,älvsborg,1930,5,54,3,5.555555556,1,NA,NA,NA,NA,NA,10,5.970149254
väne-ryr,älvsborg,1931,6,68,2,2.941176471,1,NA,NA,NA,NA,NA,11,5.555555556
väne-ryr,älvsborg,1932,5,54,3,5.555555556,1,155,0.49704142,0.322580645,0.373134328,0.231343284,12,2.941176471
väne-ryr,älvsborg,1933,9,88,2,2.272727273,1,NA,NA,NA,NA,NA,13,5.555555556
väne-ryr,älvsborg,1934,6,57,0,0,1,NA,NA,NA,NA,NA,14,2.272727273
väne-ryr,älvsborg,1935,4,56,0,0,1,NA,NA,NA,NA,NA,15,0
väne-ryr,älvsborg,1936,6,45,0,0,1,170,0.582417582,0.423529412,0.404494382,0.359550562,16,0
väne-ryr,älvsborg,1937,3,60,6,10,1,NA,NA,NA,NA,NA,17,0
väne-ryr,älvsborg,1938,4,42,1,2.380952381,1,NA,NA,NA,NA,NA,18,10
väne-ryr,älvsborg,1939,3,61,0,0,1,NA,NA,NA,NA,NA,19,2.380952381
väne-ryr,älvsborg,1940,6,85,3,3.529411765,1,152,0.428571429,0.269736842,0.362831858,0.380530973,20,0
väne-ryr,älvsborg,1941,7,72,6,8.333333333,1,NA,NA,NA,NA,NA,21,3.529411765
väne-ryr,älvsborg,1942,4,49,3,6.12244898,1,NA,NA,NA,NA,NA,22,8.333333333
väne-ryr,älvsborg,1943,5,71,5,7.042253521,1,NA,NA,NA,NA,NA,23,6.12244898
väne-ryr,älvsborg,1944,5,69,4,5.797101449,1,154,0.502994012,0.363636364,0.4,0.316176471,24,7.042253521
väne-ryr,älvsborg,1945,3,63,5,7.936507937,1,NA,NA,NA,NA,NA,25,5.797101449
väne-ryr,älvsborg,1946,5,77,6,7.792207792,1,NA,NA,NA,NA,NA,26,7.936507937
väne-ryr,älvsborg,1947,4,71,4,5.633802817,1,NA,NA,NA,NA,NA,27,7.792207792
väne-ryr,älvsborg,1948,5,43,1,2.325581395,1,NA,NA,NA,NA,NA,28,5.633802817
väne-ryr,älvsborg,1949,4,64,7,10.9375,1,NA,NA,NA,NA,NA,29,2.325581395
väne-ryr,älvsborg,1950,3,27,0,0,1,NA,NA,NA,NA,NA,30,10.9375
väne-ryr,älvsborg,1951,2,8,0,0,1,NA,NA,NA,NA,NA,31,0
vänersnäs,skaraborg,1921,5,82,4,4.87804878,1,291,0.501872659,0.240549828,0.343137255,0.348039216,1,NA
vänersnäs,skaraborg,1922,3,76,3,3.947368421,1,NA,NA,NA,NA,NA,2,4.87804878
vänersnäs,skaraborg,1923,6,89,4,4.494382022,1,NA,NA,NA,NA,NA,3,3.947368421
vänersnäs,skaraborg,1924,4,65,3,4.615384615,1,291,0.348754448,0.147766323,0.304964539,0.290780142,4,4.494382022
