municipality,county,year,num.meeting,total,num.woman,prop.woman,direct,wm_voters,m_turnout,wm_turnout,wv.share,left,yearsinDD,lag.prop.woman
abild,halland,1921,4,33,0,0,1,152,0.604026846,0.565789474,0.488636364,0.181818182,1,NA
abild,halland,1922,3,31,2,6.451612903,1,NA,NA,NA,NA,NA,2,0
abild,halland,1923,4,38,0,0,1,NA,NA,NA,NA,NA,3,6.451612903
abild,halland,1924,4,29,0,0,1,142,0.714285714,0.563380282,0.444444444,0.222222222,4,0
abild,halland,1925,5,38,7,18.42105263,1,NA,NA,NA,NA,NA,5,0
abild,halland,1926,4,28,2,7.142857143,1,NA,NA,NA,NA,NA,6,18.42105263
abild,halland,1927,4,48,3,6.25,1,NA,NA,NA,NA,NA,7,7.142857143
abild,halland,1928,6,38,1,2.631578947,1,154,0.636942675,0.590909091,0.476439791,0.163157895,8,6.25
abild,halland,1929,3,32,5,15.625,1,NA,NA,NA,NA,NA,9,2.631578947
abild,halland,1930,4,29,3,10.34482759,1,NA,NA,NA,NA,NA,10,15.625
abild,halland,1931,4,56,2,3.571428571,1,NA,NA,NA,NA,NA,11,10.34482759
abild,halland,1932,7,52,0,0,1,151,0.774834437,0.701986755,0.475336323,0.255605381,12,3.571428571
abild,halland,1933,4,48,4,8.333333333,1,NA,NA,NA,NA,NA,13,0
abild,halland,1934,3,32,1,3.125,1,NA,NA,NA,NA,NA,14,8.333333333
abild,halland,1935,8,75,5,6.666666667,1,NA,NA,NA,NA,NA,15,3.125
abild,halland,1936,9,68,1,1.470588235,1,150,0.782051282,0.686666667,0.457777778,0.336283186,16,6.666666667
abild,halland,1937,4,51,5,9.803921569,1,NA,NA,NA,NA,NA,17,1.470588235
abild,halland,1938,4,35,1,2.857142857,1,NA,NA,NA,NA,NA,18,9.803921569
abild,halland,1939,6,69,4,5.797101449,1,NA,NA,NA,NA,NA,19,2.857142857
abild,halland,1940,8,51,0,0,1,137,0.836477987,0.737226277,0.431623932,0.380952381,20,5.797101449
abild,halland,1941,4,66,11,16.66666667,1,NA,NA,NA,NA,NA,21,0
abild,halland,1942,6,62,2,3.225806452,1,NA,NA,NA,NA,NA,22,16.66666667
abild,halland,1943,6,86,5,5.813953488,1,NA,NA,NA,NA,NA,23,3.225806452
abild,halland,1944,5,54,4,7.407407407,1,141,0.808917197,0.765957447,0.459574468,0.37826087,24,5.813953488
abild,halland,1945,6,69,6,8.695652174,1,NA,NA,NA,NA,NA,25,7.407407407
abild,halland,1946,4,52,5,9.615384615,1,NA,NA,NA,NA,NA,26,8.695652174
abild,halland,1947,8,81,8,9.87654321,1,NA,NA,NA,NA,NA,27,9.615384615
abild,halland,1948,5,43,2,4.651162791,1,NA,NA,NA,NA,NA,28,9.87654321
abild,halland,1949,7,66,7,10.60606061,1,NA,NA,NA,NA,NA,29,4.651162791
abild,halland,1950,6,47,0,0,1,NA,NA,NA,NA,NA,30,10.60606061
abild,halland,1951,4,30,2,6.666666667,1,NA,NA,NA,NA,NA,31,0
alfshög,halland,1921,8,40,1,2.5,1,204,0.782352941,0.691176471,0.51459854,0.197080292,1,NA
alfshög,halland,1922,6,51,5,9.803921569,1,NA,NA,NA,NA,NA,2,2.5
alfshög,halland,1923,5,38,1,2.631578947,1,NA,NA,NA,NA,NA,3,9.803921569
alfshög,halland,1924,4,35,4,11.42857143,1,208,0.724489796,0.658653846,0.491039427,0.179856115,4,2.631578947
alfshög,halland,1925,5,33,1,3.03030303,1,NA,NA,NA,NA,NA,5,11.42857143
alfshög,halland,1926,4,59,6,10.16949153,1,NA,NA,NA,NA,NA,6,3.03030303
alfshög,halland,1927,3,63,4,6.349206349,1,NA,NA,NA,NA,NA,7,10.16949153
alfshög,halland,1928,3,40,5,12.5,1,210,0.841025641,0.785714286,0.501519757,0.202453988,8,6.349206349
alfshög,halland,1929,4,42,2,4.761904762,1,NA,NA,NA,NA,NA,9,12.5
alfshög,halland,1930,5,64,3,4.6875,1,NA,NA,NA,NA,NA,10,4.761904762
alfshög,halland,1931,6,48,2,4.166666667,1,NA,NA,NA,NA,NA,11,4.6875
alfshög,halland,1932,3,35,3,8.571428571,1,210,0.798029557,0.771428571,0.5,0.214953271,12,4.166666667
alfshög,halland,1933,3,53,0,0,1,NA,NA,NA,NA,NA,13,8.571428571
alfshög,halland,1934,4,49,2,4.081632653,1,NA,NA,NA,NA,NA,14,0
alfshög,halland,1935,4,57,1,1.754385965,1,NA,NA,NA,NA,NA,15,4.081632653
alfshög,halland,1936,4,41,2,4.87804878,1,203,0.842342342,0.81773399,0.470254958,0.297450425,16,1.754385965
alfshög,halland,1937,3,39,0,0,1,NA,NA,NA,NA,NA,17,4.87804878
alfshög,halland,1938,5,52,3,5.769230769,1,NA,NA,NA,NA,NA,18,0
alfshög,halland,1939,3,14,0,0,1,NA,NA,NA,NA,NA,19,5.769230769
alfshög,halland,1942,2,7,0,0,1,NA,NA,NA,NA,NA,20,0
alfshög,halland,1943,1,4,0,0,1,NA,NA,NA,NA,NA,21,0
alfshög,halland,1944,1,3,0,0,1,216,0.914529915,0.87962963,0.47029703,0.441860465,22,0
alfshög,halland,1945,1,4,0,0,1,NA,NA,NA,NA,NA,23,0
alfshög,halland,1947,2,9,0,0,1,NA,NA,NA,NA,NA,24,0
alfshög,halland,1948,1,4,0,0,1,NA,NA,NA,NA,NA,25,0
alfshög,halland,1949,2,8,0,0,1,NA,NA,NA,NA,NA,26,0
älvsåker,halland,1921,8,63,1,1.587301587,1,291,0.578767123,0.470790378,0.447712418,0.151315789,1,NA
älvsåker,halland,1922,9,74,2,2.702702703,1,NA,NA,NA,NA,NA,2,1.587301587
älvsåker,halland,1923,7,78,2,2.564102564,1,NA,NA,NA,NA,NA,3,2.702702703
älvsåker,halland,1924,5,39,0,0,1,298,0.496666667,0.399328859,0.444029851,0.141791045,4,2.564102564
älvsåker,halland,1925,9,74,2,2.702702703,1,NA,NA,NA,NA,NA,5,0
älvsåker,halland,1926,7,51,0,0,1,NA,NA,NA,NA,NA,6,2.702702703
älvsåker,halland,1927,5,75,5,6.666666667,1,NA,NA,NA,NA,NA,7,0
älvsåker,halland,1928,3,41,0,0,1,283,0.597173145,0.522968198,0.466876972,0.161904762,8,6.666666667
älvsåker,halland,1929,6,65,6,9.230769231,1,NA,NA,NA,NA,NA,9,0
älvsåker,halland,1930,4,55,2,3.636363636,1,NA,NA,NA,NA,NA,10,9.230769231
älvsåker,halland,1931,4,67,10,14.92537313,1,NA,NA,NA,NA,NA,11,3.636363636
älvsåker,halland,1932,9,93,1,1.075268817,1,274,0.661818182,0.562043796,0.458333333,0.244047619,12,14.92537313
älvsåker,halland,1933,8,81,1,1.234567901,1,NA,NA,NA,NA,NA,13,1.075268817
älvsåker,halland,1934,6,75,2,2.666666667,1,NA,NA,NA,NA,NA,14,1.234567901
älvsåker,halland,1935,6,113,5,4.424778761,1,NA,NA,NA,NA,NA,15,2.666666667
älvsåker,halland,1936,2,9,0,0,1,272,0.698924731,0.580882353,0.447592068,0.254957507,16,4.424778761
älvsåker,halland,1937,2,10,0,0,1,NA,NA,NA,NA,NA,17,0
älvsåker,halland,1938,1,5,0,0,1,NA,NA,NA,NA,NA,18,0
älvsåker,halland,1939,2,10,0,0,1,NA,NA,NA,NA,NA,19,0
älvsåker,halland,1940,2,8,0,0,1,252,0.660777385,0.607142857,0.45,0.289940828,20,0
älvsåker,halland,1942,1,3,0,0,1,NA,NA,NA,NA,NA,21,0
älvsåker,halland,1943,2,9,0,0,1,NA,NA,NA,NA,NA,22,0
älvsåker,halland,1944,2,6,0,0,1,264,0.698630137,0.609848485,0.44109589,0.244505495,23,0
älvsåker,halland,1945,1,5,0,0,1,NA,NA,NA,NA,NA,24,0
älvsåker,halland,1946,1,8,0,0,1,NA,NA,NA,NA,NA,25,0
älvsåker,halland,1948,1,4,0,0,1,NA,NA,NA,NA,NA,26,0
älvsåker,halland,1949,2,11,0,0,1,NA,NA,NA,NA,NA,27,0
älvsåker,halland,1950,1,4,0,0,1,NA,NA,NA,NA,NA,28,0
aneboda,kronoberg,1921,6,101,3,2.97029703,1,252,0.764705882,0.623015873,0.481595092,0.257668712,1,NA
aneboda,kronoberg,1922,8,87,2,2.298850575,1,NA,NA,NA,NA,NA,2,2.97029703
aneboda,kronoberg,1923,5,56,10,17.85714286,1,NA,NA,NA,NA,NA,3,2.298850575
ås,halland,1921,3,56,1,1.785714286,1,320,0.674576271,0.54375,0.466487936,0.185483871,1,NA
ås,halland,1922,4,48,6,12.5,1,NA,NA,NA,NA,NA,2,1.785714286
ås,halland,1923,3,61,2,3.278688525,1,NA,NA,NA,NA,NA,3,12.5
ås,halland,1924,2,35,2,5.714285714,1,314,0.578231293,0.398089172,0.423728814,0.156996587,4,3.278688525
ås,halland,1925,6,54,4,7.407407407,1,NA,NA,NA,NA,NA,5,5.714285714
ås,halland,1926,3,37,2,5.405405405,1,NA,NA,NA,NA,NA,6,7.407407407
ås,halland,1927,3,66,3,4.545454545,1,NA,NA,NA,NA,NA,7,5.405405405
ås,halland,1928,3,62,6,9.677419355,1,309,0.78807947,0.686084142,0.471111111,0.167420814,8,4.545454545
ås,halland,1929,3,55,5,9.090909091,1,NA,NA,NA,NA,NA,9,9.677419355
ås,halland,1930,3,57,9,15.78947368,1,NA,NA,NA,NA,NA,10,9.090909091
ås,halland,1931,6,60,3,5,1,NA,NA,NA,NA,NA,11,15.78947368
ås,halland,1932,6,88,5,5.681818182,1,312,0.752411576,0.673076923,0.472972973,0.234234234,12,5
ås,halland,1933,4,75,9,12,1,NA,NA,NA,NA,NA,13,5.681818182
ås,halland,1934,5,66,7,10.60606061,1,NA,NA,NA,NA,NA,14,12
ås,halland,1935,5,75,3,4,1,NA,NA,NA,NA,NA,15,10.60606061
ås,halland,1936,6,68,1,1.470588235,1,291,0.791798107,0.676975945,0.439732143,0.288288288,16,4
ås,halland,1937,3,57,5,8.771929825,1,NA,NA,NA,NA,NA,17,1.470588235
ås,halland,1938,5,61,4,6.557377049,1,NA,NA,NA,NA,NA,18,8.771929825
ås,halland,1939,4,43,1,2.325581395,1,NA,NA,NA,NA,NA,19,6.557377049
ås,halland,1940,5,98,3,3.06122449,1,296,0.736677116,0.652027027,0.450934579,0.276346604,20,2.325581395
ås,halland,1941,4,66,4,6.060606061,1,NA,NA,NA,NA,NA,21,3.06122449
ås,halland,1942,5,81,5,6.172839506,1,NA,NA,NA,NA,NA,22,6.060606061
ås,halland,1943,3,69,3,4.347826087,1,NA,NA,NA,NA,NA,23,6.172839506
ås,halland,1944,3,85,8,9.411764706,1,315,0.639498433,0.587301587,0.475578406,0.228571429,24,4.347826087
ås,halland,1945,6,96,5,5.208333333,1,NA,NA,NA,NA,NA,25,9.411764706
ås,halland,1946,3,70,5,7.142857143,1,NA,NA,NA,NA,NA,26,5.208333333
ås,halland,1947,6,117,12,10.25641026,1,NA,NA,NA,NA,NA,27,7.142857143
ås,halland,1948,2,22,1,4.545454545,1,NA,NA,NA,NA,NA,28,10.25641026
ås,halland,1949,6,72,10,13.88888889,1,NA,NA,NA,NA,NA,29,4.545454545
ås,halland,1950,4,66,6,9.090909091,1,NA,NA,NA,NA,NA,30,13.88888889
ås,halland,1951,3,44,4,9.090909091,1,NA,NA,NA,NA,NA,31,9.090909091
asa,kronoberg,1921,8,95,9,9.473684211,1,365,0.597667638,0.347945205,0.38253012,0.172205438,1,NA
asa,kronoberg,1922,6,75,10,13.33333333,1,NA,NA,NA,NA,NA,2,9.473684211
asa,kronoberg,1923,6,99,8,8.080808081,1,NA,NA,NA,NA,NA,3,13.33333333
asa,kronoberg,1924,5,74,9,12.16216216,1,365,0.538461538,0.312328767,0.376237624,0.274834437,4,8.080808081
asa,kronoberg,1925,7,93,11,11.82795699,1,NA,NA,NA,NA,NA,5,12.16216216
asa,kronoberg,1926,6,87,7,8.045977011,1,NA,NA,NA,NA,NA,6,11.82795699
asa,kronoberg,1927,7,106,10,9.433962264,1,NA,NA,NA,NA,NA,7,8.045977011
asa,kronoberg,1928,5,61,9,14.75409836,1,343,0.64756447,0.43148688,0.395721925,0.184491979,8,9.433962264
asa,kronoberg,1929,6,75,11,14.66666667,1,NA,NA,NA,NA,NA,9,14.75409836
asa,kronoberg,1930,5,64,9,14.0625,1,NA,NA,NA,NA,NA,10,14.66666667
asa,kronoberg,1931,10,114,11,9.649122807,1,NA,NA,NA,NA,NA,11,14.0625
asa,kronoberg,1932,6,78,7,8.974358974,1,341,0.627345845,0.413489736,0.376,0.261333333,12,9.649122807
asa,kronoberg,1933,7,112,11,9.821428571,1,NA,NA,NA,NA,NA,13,8.974358974
asa,kronoberg,1934,6,81,9,11.11111111,1,NA,NA,NA,NA,NA,14,9.821428571
asa,kronoberg,1935,7,101,6,5.940594059,1,NA,NA,NA,NA,NA,15,11.11111111
asa,kronoberg,1936,5,65,6,9.230769231,1,342,0.763157895,0.50877193,0.375,0.330453564,16,5.940594059
asa,kronoberg,1937,4,49,2,4.081632653,1,NA,NA,NA,NA,NA,17,9.230769231
asa,kronoberg,1938,8,68,4,5.882352941,1,NA,NA,NA,NA,NA,18,4.081632653
asa,kronoberg,1939,6,105,6,5.714285714,1,NA,NA,NA,NA,NA,19,5.882352941
asa,kronoberg,1940,5,76,4,5.263157895,1,319,0.691891892,0.589341693,0.423423423,0.332574032,20,5.714285714
asa,kronoberg,1941,6,84,9,10.71428571,1,NA,NA,NA,NA,NA,21,5.263157895
asa,kronoberg,1942,6,90,7,7.777777778,1,NA,NA,NA,NA,NA,22,10.71428571
asa,kronoberg,1943,5,97,6,6.18556701,1,NA,NA,NA,NA,NA,23,7.777777778
asa,kronoberg,1944,8,102,6,5.882352941,1,320,0.679775281,0.559375,0.425178147,0.320574163,24,6.18556701
asa,kronoberg,1945,4,92,7,7.608695652,1,NA,NA,NA,NA,NA,25,5.882352941
asa,kronoberg,1946,9,105,12,11.42857143,1,NA,NA,NA,NA,NA,26,7.608695652
asa,kronoberg,1947,8,118,13,11.01694915,1,NA,NA,NA,NA,NA,27,11.42857143
asa,kronoberg,1948,8,101,11,10.89108911,1,NA,NA,NA,NA,NA,28,11.01694915
asa,kronoberg,1949,5,81,12,14.81481481,1,NA,NA,NA,NA,NA,29,10.89108911
asa,kronoberg,1950,8,111,10,9.009009009,1,NA,NA,NA,NA,NA,30,14.81481481
asa,kronoberg,1951,5,71,6,8.450704225,1,NA,NA,NA,NA,NA,31,9.009009009
asige,halland,1921,4,66,2,3.03030303,1,203,0.78111588,0.689655172,0.434782609,0.139751553,1,NA
asige,halland,1922,4,51,1,1.960784314,1,NA,NA,NA,NA,NA,2,3.03030303
asige,halland,1923,9,81,4,4.938271605,1,NA,NA,NA,NA,NA,3,1.960784314
asige,halland,1924,5,41,3,7.317073171,1,203,0.718061674,0.57635468,0.417857143,0.200716846,4,4.938271605
asige,halland,1925,4,42,1,2.380952381,1,NA,NA,NA,NA,NA,5,7.317073171
asige,halland,1926,4,36,0,0,1,NA,NA,NA,NA,NA,6,2.380952381
asige,halland,1927,4,50,0,0,1,NA,NA,NA,NA,NA,7,0
asige,halland,1928,4,45,2,4.444444444,1,209,0.850877193,0.765550239,0.451977401,0.198863636,8,0
asige,halland,1929,5,48,4,8.333333333,1,NA,NA,NA,NA,NA,9,4.444444444
asige,halland,1930,5,41,1,2.43902439,1,NA,NA,NA,NA,NA,10,8.333333333
asige,halland,1931,5,36,0,0,1,NA,NA,NA,NA,NA,11,2.43902439
asige,halland,1932,5,70,3,4.285714286,1,212,0.863453815,0.764150943,0.429708223,0.210666667,12,0
asige,halland,1933,4,32,1,3.125,1,NA,NA,NA,NA,NA,13,4.285714286
askome,halland,1921,4,35,0,0,1,97,0.797752809,0.536082474,0.422764228,0.105691057,1,NA
askome,halland,1922,4,28,0,0,1,NA,NA,NA,NA,NA,2,0
askome,halland,1923,5,41,2,4.87804878,1,NA,NA,NA,NA,NA,3,0
askome,halland,1924,5,23,1,4.347826087,1,88,0.663043478,0.545454545,0.440366972,0.119266055,4,4.87804878
askome,halland,1925,5,40,2,5,1,NA,NA,NA,NA,NA,5,4.347826087
askome,halland,1926,4,22,0,0,1,NA,NA,NA,NA,NA,6,5
askome,halland,1927,4,38,1,2.631578947,1,NA,NA,NA,NA,NA,7,0
askome,halland,1928,6,29,0,0,1,89,0.846153846,0.786516854,0.476190476,0.160839161,8,2.631578947
askome,halland,1929,6,36,0,0,1,NA,NA,NA,NA,NA,9,0
askome,halland,1930,6,40,2,5,1,NA,NA,NA,NA,NA,10,0
berg,kronoberg,1921,6,96,3,3.125,1,329,0.747474747,0.519756839,0.435114504,0.082051282,1,NA
berg,kronoberg,1922,7,77,3,3.896103896,1,NA,NA,NA,NA,NA,2,3.125
berg,kronoberg,1923,5,78,2,2.564102564,1,NA,NA,NA,NA,NA,3,3.896103896
berg,kronoberg,1924,8,82,2,2.43902439,1,346,0.773162939,0.543352601,0.437209302,0.103044496,4,2.564102564
berg,kronoberg,1925,8,70,4,5.714285714,1,NA,NA,NA,NA,NA,5,2.43902439
berg,kronoberg,1926,8,81,4,4.938271605,1,NA,NA,NA,NA,NA,6,5.714285714
berg,kronoberg,1927,8,76,3,3.947368421,1,NA,NA,NA,NA,NA,7,4.938271605
berg,kronoberg,1928,6,62,1,1.612903226,1,336,0.854489164,0.74702381,0.476280835,0.130929791,8,3.947368421
berg,kronoberg,1929,4,63,3,4.761904762,1,NA,NA,NA,NA,NA,9,1.612903226
berg,kronoberg,1930,7,64,0,0,1,NA,NA,NA,NA,NA,10,4.761904762
berg,kronoberg,1931,8,102,0,0,1,NA,NA,NA,NA,NA,11,0
berg,kronoberg,1932,7,81,0,0,1,337,0.794642857,0.691394659,0.466,0.183838384,12,0
berg,kronoberg,1933,8,86,2,2.325581395,1,NA,NA,NA,NA,NA,13,0
berg,kronoberg,1934,6,69,2,2.898550725,1,NA,NA,NA,NA,NA,14,2.325581395
berg,kronoberg,1935,4,96,1,1.041666667,1,NA,NA,NA,NA,NA,15,2.898550725
berg,kronoberg,1936,5,54,1,1.851851852,1,341,0.874233129,0.780058651,0.482758621,0.219600726,16,1.041666667
berg,kronoberg,1937,5,82,3,3.658536585,1,NA,NA,NA,NA,NA,17,1.851851852
berg,kronoberg,1938,5,97,6,6.18556701,1,NA,NA,NA,NA,NA,18,3.658536585
berg,kronoberg,1939,9,181,13,7.182320442,1,NA,NA,NA,NA,NA,19,6.18556701
bergunda,kronoberg,1921,3,67,2,2.985074627,1,224,0.758333333,0.620535714,0.433021807,0.396875,1,NA
bergunda,kronoberg,1922,6,85,7,8.235294118,1,NA,NA,NA,NA,NA,2,2.985074627
bergunda,kronoberg,1923,5,49,1,2.040816327,1,NA,NA,NA,NA,NA,3,8.235294118
bergunda,kronoberg,1924,3,42,2,4.761904762,1,228,0.681451613,0.50877193,0.407017544,0.545774648,4,2.040816327
bergunda,kronoberg,1925,5,52,3,5.769230769,1,NA,NA,NA,NA,NA,5,4.761904762
bergunda,kronoberg,1926,5,49,4,8.163265306,1,NA,NA,NA,NA,NA,6,5.769230769
bergunda,kronoberg,1927,6,54,0,0,1,NA,NA,NA,NA,NA,7,8.163265306
bergunda,kronoberg,1928,5,54,4,7.407407407,1,230,0.810606061,0.660869565,0.415300546,0.489071038,8,0
bergunda,kronoberg,1929,3,46,4,8.695652174,1,NA,NA,NA,NA,NA,9,7.407407407
bergunda,kronoberg,1930,5,55,6,10.90909091,1,NA,NA,NA,NA,NA,10,8.695652174
bergunda,kronoberg,1931,6,59,2,3.389830508,1,NA,NA,NA,NA,NA,11,10.90909091
bergunda,kronoberg,1932,5,59,6,10.16949153,1,223,0.736842105,0.627802691,0.416666667,0.547904192,12,3.389830508
bergunda,kronoberg,1933,7,61,0,0,1,NA,NA,NA,NA,NA,13,10.16949153
bergunda,kronoberg,1934,5,42,2,4.761904762,1,NA,NA,NA,NA,NA,14,0
bergunda,kronoberg,1935,6,74,1,1.351351351,1,NA,NA,NA,NA,NA,15,4.761904762
bergunda,kronoberg,1936,6,53,3,5.660377358,1,237,0.794117647,0.725738397,0.414457831,0.549878345,16,1.351351351
bergunda,kronoberg,1937,5,51,1,1.960784314,1,NA,NA,NA,NA,NA,17,5.660377358
bergunda,kronoberg,1938,7,63,6,9.523809524,1,NA,NA,NA,NA,NA,18,1.960784314
bergunda,kronoberg,1939,6,103,4,3.883495146,1,NA,NA,NA,NA,NA,19,9.523809524
bergunda,kronoberg,1940,7,111,5,4.504504505,1,262,0.701639344,0.610687023,0.427807487,0.644204852,20,3.883495146
bergunda,kronoberg,1941,5,87,3,3.448275862,1,NA,NA,NA,NA,NA,21,4.504504505
bergunda,kronoberg,1942,7,105,6,5.714285714,1,NA,NA,NA,NA,NA,22,3.448275862
bergunda,kronoberg,1943,5,94,7,7.446808511,1,NA,NA,NA,NA,NA,23,5.714285714
bergunda,kronoberg,1944,7,106,6,5.660377358,1,259,0.700315457,0.606177606,0.414248021,0.607526882,24,7.446808511
bergunda,kronoberg,1945,7,72,6,8.333333333,1,NA,NA,NA,NA,NA,25,5.660377358
bergunda,kronoberg,1946,5,100,5,5,1,NA,NA,NA,NA,NA,26,8.333333333
bergunda,kronoberg,1947,7,108,7,6.481481481,1,NA,NA,NA,NA,NA,27,5
bergunda,kronoberg,1948,7,114,7,6.140350877,1,NA,NA,NA,NA,NA,28,6.481481481
bergunda,kronoberg,1949,6,102,4,3.921568627,1,NA,NA,NA,NA,NA,29,6.140350877
bergunda,kronoberg,1950,8,114,7,6.140350877,1,NA,NA,NA,NA,NA,30,3.921568627
bergunda,kronoberg,1951,5,73,0,0,1,NA,NA,NA,NA,NA,31,6.140350877
dagsås,halland,1921,5,23,0,0,1,112,0.803921569,0.705357143,0.49068323,0.329192547,1,NA
dagsås,halland,1922,5,27,6,22.22222222,1,NA,NA,NA,NA,NA,2,0
dagsås,halland,1923,3,31,1,3.225806452,1,NA,NA,NA,NA,NA,3,22.22222222
dagsås,halland,1924,3,23,1,4.347826087,1,106,0.736263736,0.58490566,0.480620155,0.379844961,4,3.225806452
dagsås,halland,1925,5,40,4,10,1,NA,NA,NA,NA,NA,5,4.347826087
dagsås,halland,1926,3,19,0,0,1,NA,NA,NA,NA,NA,6,10
dagsås,halland,1927,6,38,0,0,1,NA,NA,NA,NA,NA,7,0
dagsås,halland,1928,3,27,2,7.407407407,1,101,0.802083333,0.693069307,0.476190476,0.407142857,8,0
dagsås,halland,1929,6,26,5,19.23076923,1,NA,NA,NA,NA,NA,9,7.407407407
dagsås,halland,1930,3,29,0,0,1,NA,NA,NA,NA,NA,10,19.23076923
dagsås,halland,1931,3,31,5,16.12903226,1,NA,NA,NA,NA,NA,11,0
dagsås,halland,1932,5,31,1,3.225806452,1,94,0.81443299,0.638297872,0.431654676,0.395683453,12,16.12903226
dagsås,halland,1933,4,22,2,9.090909091,1,NA,NA,NA,NA,NA,13,3.225806452
dagsås,halland,1934,4,25,0,0,1,NA,NA,NA,NA,NA,14,9.090909091
dagsås,halland,1935,3,31,3,9.677419355,1,NA,NA,NA,NA,NA,15,0
dagsås,halland,1936,4,28,2,7.142857143,1,95,0.87,0.610526316,0.4,0.586206897,16,9.677419355
dagsås,halland,1937,3,31,4,12.90322581,1,NA,NA,NA,NA,NA,17,7.142857143
dagsås,halland,1938,6,31,1,3.225806452,1,NA,NA,NA,NA,NA,18,12.90322581
dagsås,halland,1939,5,55,4,7.272727273,1,NA,NA,NA,NA,NA,19,3.225806452
dagsås,halland,1940,5,46,8,17.39130435,1,80,0.795698925,0.65,0.412698413,0.531746032,20,7.272727273
dagsås,halland,1941,4,34,6,17.64705882,1,NA,NA,NA,NA,NA,21,17.39130435
dagsås,halland,1942,5,35,3,8.571428571,1,NA,NA,NA,NA,NA,22,17.64705882
dagsås,halland,1943,3,35,4,11.42857143,1,NA,NA,NA,NA,NA,23,8.571428571
dagsås,halland,1944,6,52,13,25,1,80,0.765957447,0.625,0.409836066,0.409836066,24,11.42857143
dagsås,halland,1945,5,36,4,11.11111111,1,NA,NA,NA,NA,NA,25,25
dagsås,halland,1946,4,34,2,5.882352941,1,NA,NA,NA,NA,NA,26,11.11111111
dagsås,halland,1947,5,43,5,11.62790698,1,NA,NA,NA,NA,NA,27,5.882352941
dagsås,halland,1948,4,37,5,13.51351351,1,NA,NA,NA,NA,NA,28,11.62790698
dagsås,halland,1949,4,37,5,13.51351351,1,NA,NA,NA,NA,NA,29,13.51351351
dagsås,halland,1950,3,21,2,9.523809524,1,NA,NA,NA,NA,NA,30,13.51351351
dagsås,halland,1951,3,24,2,8.333333333,1,NA,NA,NA,NA,NA,31,9.523809524
dänningelanda,kronoberg,1921,7,52,0,0,1,74,0.638888889,0.472972973,0.432098765,0.12345679,1,NA
dänningelanda,kronoberg,1922,4,32,1,3.125,1,NA,NA,NA,NA,NA,2,0
dänningelanda,kronoberg,1923,4,47,5,10.63829787,1,NA,NA,NA,NA,NA,3,3.125
dänningelanda,kronoberg,1924,3,28,1,3.571428571,1,74,0.597402597,0.527027027,0.458823529,0.211764706,4,10.63829787
dänningelanda,kronoberg,1925,5,39,2,5.128205128,1,NA,NA,NA,NA,NA,5,3.571428571
dänningelanda,kronoberg,1926,5,49,7,14.28571429,1,NA,NA,NA,NA,NA,6,5.128205128
dänningelanda,kronoberg,1927,5,42,3,7.142857143,1,NA,NA,NA,NA,NA,7,14.28571429
dänningelanda,kronoberg,1928,4,34,2,5.882352941,1,69,0.759493671,0.68115942,0.439252336,0.23364486,8,7.142857143
dänningelanda,kronoberg,1929,5,36,2,5.555555556,1,NA,NA,NA,NA,NA,9,5.882352941
dänningelanda,kronoberg,1930,6,50,2,4,1,NA,NA,NA,NA,NA,10,5.555555556
dänningelanda,kronoberg,1931,5,54,3,5.555555556,1,NA,NA,NA,NA,NA,11,4
dänningelanda,kronoberg,1932,5,45,2,4.444444444,1,70,0.842105263,0.714285714,0.438596491,0.385964912,12,5.555555556
dänningelanda,kronoberg,1933,4,49,3,6.12244898,1,NA,NA,NA,NA,NA,13,4.444444444
dänningelanda,kronoberg,1934,4,35,2,5.714285714,1,NA,NA,NA,NA,NA,14,6.12244898
dänningelanda,kronoberg,1935,4,39,3,7.692307692,1,NA,NA,NA,NA,NA,15,5.714285714
dänningelanda,kronoberg,1936,5,32,4,12.5,1,76,0.855421687,0.855263158,0.477941176,0.433823529,16,7.692307692
drängsered,halland,1921,6,79,4,5.063291139,1,287,0.814126394,0.735191638,0.490697674,0.016393443,1,NA
drängsered,halland,1922,8,97,1,1.030927835,1,NA,NA,NA,NA,NA,2,5.063291139
drängsered,halland,1923,7,100,4,4,1,NA,NA,NA,NA,NA,3,1.030927835
drängsered,halland,1924,9,82,0,0,1,290,0.743150685,0.627586207,0.456140351,0.035087719,4,4
drängsered,halland,1925,9,82,3,3.658536585,1,NA,NA,NA,NA,NA,5,0
drängsered,halland,1926,11,121,2,1.652892562,1,NA,NA,NA,NA,NA,6,3.658536585
drängsered,halland,1927,7,158,5,3.164556962,1,NA,NA,NA,NA,NA,7,1.652892562
drängsered,halland,1928,7,124,2,1.612903226,1,285,0.848797251,0.775438596,0.472222222,0.040772532,8,3.164556962
drängsered,halland,1929,11,157,10,6.369426752,1,NA,NA,NA,NA,NA,9,1.612903226
drängsered,halland,1930,9,108,6,5.555555556,1,NA,NA,NA,NA,NA,10,6.369426752
drängsered,halland,1931,10,131,7,5.34351145,1,NA,NA,NA,NA,NA,11,5.555555556
drängsered,halland,1932,10,153,4,2.614379085,1,300,0.84,0.763333333,0.476091476,0.062370062,12,5.34351145
drängsered,halland,1933,10,164,6,3.658536585,1,NA,NA,NA,NA,NA,13,2.614379085
drängsered,halland,1934,11,160,12,7.5,1,NA,NA,NA,NA,NA,14,3.658536585
